meet,meet-href,compiled,compiled-href,Overall,Name,Year,Team,Time,Overall,Name,Year,Team,Distance
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_m.html","10","Jackson, Demetrius","","Butte","","10","Jackson, Demetrius","","Butte","null"
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","6","Corr, Alieu","FR-1","Redlands","","6","Corr, Alieu","FR-1","Redlands","35.04m"
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_f.html","3","Collins, Janiya","SO","Madison","8.26","3","Collins, Janiya","SO","Madison",""
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_m.html","23","Forker, Kyle","SR","East Noble","7.54","23","Forker, Kyle","SR","East Noble",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Thompson, Johnny","11","Northeast HS (Oakland Par","","","Thompson, Johnny","11","Northeast HS (Oakland Par","DNS"
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_m.html","4","Poole, Noah","FR","Riverside","null","4","Poole, Noah","FR","Riverside",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_m.html","0","Parsons, Korey","FR","Riverside","10.86","0","Parsons, Korey","FR","Riverside",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_m.html","5","Gale, Aiden","JR","University Lab","","5","Gale, Aiden","JR","University Lab","null"
"DePauw HSR Qualifier I","https://www.directathletics.com/results/track/47681.html","Compiled","https://www.directathletics.com/results/track/47681_f.html","14","Shelton, Stacie","SR","Avon","8.44","14","Shelton, Stacie","SR","Avon",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Olgetree, Danny","12","Miami Palmetto HS","","","Olgetree, Danny","12","Miami Palmetto HS","ND"
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","8","Kline, Alexis","SR","Valencia","","8","Kline, Alexis","SR","Valencia","77'  3"""
"2017 Mt. Zion Boys Indoor Invitational","https://www.directathletics.com/results/track/48582.html","Compiled","https://www.directathletics.com/results/track/48582_m.html","4","Allen, Jackson","SR","Decatur Lutheran","7.46","4","Allen, Jackson","SR","Decatur Lutheran",""
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_f.html","2","Conner, Ivory","FR","De La Salle","8.45","2","Conner, Ivory","FR","De La Salle",""
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_f.html","2","Okonkwo, Nneoma","JR-3","MIT","7.82","2","Okonkwo, Nneoma","JR-3","MIT",""
"Bloomington North Invite","https://www.directathletics.com/results/track/48861.html","Compiled","https://www.directathletics.com/results/track/48861_m.html","3","Burton, Mitchell","SR","Columbus North","7.14","3","Burton, Mitchell","SR","Columbus North",""
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","1","Martin, Katina","11","Decatur (Eisenhower)","7.64","1","Martin, Katina","11","Decatur (Eisenhower)",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","7","Hill, Eric","","Unattached","15.26","7","Hill, Eric","","Unattached",""
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_f.html","6","Jones, Imani","FR-1","UC Irvine","12.85","6","Jones, Imani","FR-1","UC Irvine",""
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_f.html","2","McCreary, Olivia","FR","Ouachita Christian","","2","McCreary, Olivia","FR","Ouachita Christian","86'  7"""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_m.html","1","Davis, Diab","FR-1","California","10.84","1","Davis, Diab","FR-1","California",""
"2017 Indian Open","https://www.directathletics.com/results/track/48196.html","Compiled","https://www.directathletics.com/results/track/48196_m.html","1","Pavloski, Antonio","SR","Lake Central","6.94","1","Pavloski, Antonio","SR","Lake Central",""
"2017 Apollo Boys & Girls Conference Indoor Meet","https://www.directathletics.com/results/track/48575.html","Compiled","https://www.directathletics.com/results/track/48575_f.html","3","Gardner, Ava","FR","Charleston","8.76","3","Gardner, Ava","FR","Charleston",""
"East Central Indoor Invitational","https://www.directathletics.com/results/track/48610.html","Compiled","https://www.directathletics.com/results/track/48610_m.html","","","","","","","","","",""
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_m.html","","","","","","","","","",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_f.html","1","George, Taylor","SR","Warrensburg-Latham","8.16","1","George, Taylor","SR","Warrensburg-Latham",""
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_m.html","3","Avilla, Jose","7","Ponder Junior High","13.84","3","Avilla, Jose","7","Ponder Junior High",""
"East Central Indoor Invitational","https://www.directathletics.com/results/track/48610.html","Compiled","https://www.directathletics.com/results/track/48610_f.html","2","Noble, Grace","FR","Franklin County","7.75","2","Noble, Grace","FR","Franklin County",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_f.html","5","Finn, Jessica","JR-3","Pomona-Pitzer","","5","Finn, Jessica","JR-3","Pomona-Pitzer","35.54m"
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_f.html","2","Pickrell, Elle","FR-1","Millsaps","","2","Pickrell, Elle","FR-1","Millsaps","27.36m"
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_f.html","7","Mader, Kendall","SO-2","California","","7","Mader, Kendall","SO-2","California","46.18m"
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_m.html","","Sanders, Trevon","FR","Clark","DNS","","Sanders, Trevon","FR","Clark",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","37","Ahlgrim, Nate","FR","Cottonwood Classical","","37","Ahlgrim, Nate","FR","Cottonwood Classical","59'  4.5"""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","6","Luthcke, Frederick","SO-2","Embry-Riddle","12.03","6","Luthcke, Frederick","SO-2","Embry-Riddle",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_m.html","5","Cory, Kasey","SO-2","Cal St. Fullerton","11.05","5","Cory, Kasey","SO-2","Cal St. Fullerton",""
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","25","Dorsey, Bryce","Freshman","Homewood-Flossmoor","","25","Dorsey, Bryce","Freshman","Homewood-Flossmoor","28'  6"""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_m.html","5","Bryan, Michael","FR-1","Hutchinson CC","","5","Bryan, Michael","FR-1","Hutchinson CC","44.48m"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","3","Laguerre, Straus","11","North Miami HS","","3","Laguerre, Straus","11","North Miami HS","39.26m"
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_m.html","5","Lewis, Dionte","JR","Warrensburg-Latham","7.38","5","Lewis, Dionte","JR","Warrensburg-Latham",""
"SCIAC Multi-Dual #1","https://www.directathletics.com/results/track/48614.html","Compiled","https://www.directathletics.com/results/track/48614_f.html","2","Degnan, Sabrina","SO-2","Occidental","","2","Degnan, Sabrina","SO-2","Occidental","38.64m"
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_f.html","2","Anderson, Kemor","JR-3","Shorter","12.29","2","Anderson, Kemor","JR-3","Shorter",""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","9","Boggs, Shelby","FR-1","Neosho County CC","","9","Boggs, Shelby","FR-1","Neosho County CC","35.02m"
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_m.html","5","Hipol, Jirael","SR-4","Cal Poly","11.21","5","Hipol, Jirael","SR-4","Cal Poly",""
"Battle of the Beaches","https://www.directathletics.com/results/track/48170.html","Compiled","https://www.directathletics.com/results/track/48170_m.html","2","McNeill, Tim","SR-4","UNC-Wilmington","11.18","2","McNeill, Tim","SR-4","UNC-Wilmington",""
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_m.html","27","Atkins, Heath","SR","Columbia City","7.64","27","Atkins, Heath","SR","Columbia City",""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_m.html","7","Perry, Jonathan","JR-3","UC Davis","11.42","7","Perry, Jonathan","JR-3","UC Davis",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_f.html","","Morley, Alli","SO","Pleasant Plains","DNS","","Morley, Alli","SO","Pleasant Plains",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","6","Thomas, Anyel","SO","Diablo Valley","12.46","6","Thomas, Anyel","SO","Diablo Valley",""
"Beach vs UCLA","https://www.directathletics.com/results/track/49303.html","Compiled","https://www.directathletics.com/results/track/49303_f.html","4","Van, Monique","SR-4","UCLA","","4","Van, Monique","SR-4","UCLA","37.24m"
"2017 West Lafayette Individuals","https://www.directathletics.com/results/track/47980.html","Compiled","https://www.directathletics.com/results/track/47980_f.html","2","Thomas, Lauren","SO","West Lafayette","7.52","2","Thomas, Lauren","SO","West Lafayette",""
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_f.html","","","","","","","","","",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_m.html","7","Rubio, Jared","FR","Sequoias","","7","Rubio, Jared","FR","Sequoias","null"
"Blue and White Relays","https://www.directathletics.com/results/track/48722.html","Compiled","https://www.directathletics.com/results/track/48722_f.html","1","Perryman, Tamia","FR","Fishers","7.73","1","Perryman, Tamia","FR","Fishers",""
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_f.html","8","Hoodlebrink, Amy","SR","Hagerstown","8.51","8","Hoodlebrink, Amy","SR","Hagerstown",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","6","Dycus, Casey","SR","Woodstock North","7.30","6","Dycus, Casey","SR","Woodstock North",""
